id,unit,topic,topicTitle,stimulusType,stimulusText,stimulusImageUrl,stimulusImageAlt,stimulusSource,question,choiceA,choiceB,choiceC,choiceD,answer,explanation
5.4-ev1,5,5.4,5.4 Industrialization Spreads,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in industrializing states",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in industrializing states?",state-guided industrialization,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Governments in places like Japan and Russia promoted industrial growth. This evidence aligns with institutional change in industrializing states.
5.4-ev2,5,5.4,5.4 Industrialization Spreads,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Ateliers_nationaux_au_Champ-de-Mars_(Bouton).jpg,Nineteenth-century labor scene,https://commons.wikimedia.org/wiki/File:Ateliers_nationaux_au_Champ-de-Mars_(Bouton).jpg,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,state-guided industrialization,Great Zimbabwe trade networks,manorial and feudal ties,1,Governments in places like Japan and Russia promoted industrial growth. The image context points most directly to this process.
5.4-ev3,5,5.4,5.4 Industrialization Spreads,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to industrializing states",,,,Which of the following was an important long-term effect of state-guided industrialization?,state legitimacy through institutions,caravanserai-supported Silk Road trade,state-guided industrialization,Pax Mongolica connectivity,2,Governments in places like Japan and Russia promoted industrial growth. This development had durable long-term consequences.
5.4-ev4,5,5.4,5.4 Industrialization Spreads,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Ateliers_nationaux_au_Champ-de-Mars_(Bouton).jpg,Nineteenth-century labor scene,https://commons.wikimedia.org/wiki/File:Ateliers_nationaux_au_Champ-de-Mars_(Bouton).jpg,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,state-guided industrialization,3,Governments in places like Japan and Russia promoted industrial growth. Historians use visual evidence like this to support broader process arguments.
5.4-ev5,5,5.4,5.4 Industrialization Spreads,none,,,,,Which claim is best supported by historical evidence from 5.4 Industrialization Spreads?,state-guided industrialization,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Governments in places like Japan and Russia promoted industrial growth. This is the most historically defensible claim supported by the evidence.
5.5-ev1,5,5.5,5.5 Technology of the Industrial Age,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in the nineteenth century",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in the nineteenth century?",steam-powered transport and industry,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Coal-powered engines accelerated manufacturing and mobility. This evidence aligns with institutional change in the nineteenth century.
5.5-ev2,5,5.5,5.5 Technology of the Industrial Age,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Ateliers_nationaux_au_Champ-de-Mars_(Bouton).jpg,Nineteenth-century labor scene,https://commons.wikimedia.org/wiki/File:Ateliers_nationaux_au_Champ-de-Mars_(Bouton).jpg,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,steam-powered transport and industry,Great Zimbabwe trade networks,manorial and feudal ties,1,Coal-powered engines accelerated manufacturing and mobility. The image context points most directly to this process.
5.5-ev3,5,5.5,5.5 Technology of the Industrial Age,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to the nineteenth century",,,,Which of the following was an important long-term effect of steam-powered transport and industry?,state legitimacy through institutions,caravanserai-supported Silk Road trade,steam-powered transport and industry,Pax Mongolica connectivity,2,Coal-powered engines accelerated manufacturing and mobility. This development had durable long-term consequences.
5.5-ev4,5,5.5,5.5 Technology of the Industrial Age,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Ateliers_nationaux_au_Champ-de-Mars_(Bouton).jpg,Nineteenth-century labor scene,https://commons.wikimedia.org/wiki/File:Ateliers_nationaux_au_Champ-de-Mars_(Bouton).jpg,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,steam-powered transport and industry,3,Coal-powered engines accelerated manufacturing and mobility. Historians use visual evidence like this to support broader process arguments.
5.5-ev5,5,5.5,5.5 Technology of the Industrial Age,none,,,,,Which claim is best supported by historical evidence from 5.5 Technology of the Industrial Age?,steam-powered transport and industry,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Coal-powered engines accelerated manufacturing and mobility. This is the most historically defensible claim supported by the evidence.
5.6-ev1,5,5.6,5.6 Industrialization: Government's Role,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in industrial economies",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in industrial economies?",government infrastructure policy,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,"Railways, tariffs, and financial policy supported industrial expansion. This evidence aligns with institutional change in industrial economies."
5.6-ev2,5,5.6,5.6 Industrialization: Government's Role,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Ateliers_nationaux_au_Champ-de-Mars_(Bouton).jpg,Nineteenth-century labor scene,https://commons.wikimedia.org/wiki/File:Ateliers_nationaux_au_Champ-de-Mars_(Bouton).jpg,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,government infrastructure policy,Great Zimbabwe trade networks,manorial and feudal ties,1,"Railways, tariffs, and financial policy supported industrial expansion. The image context points most directly to this process."
5.6-ev3,5,5.6,5.6 Industrialization: Government's Role,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to industrial economies",,,,Which of the following was an important long-term effect of government infrastructure policy?,state legitimacy through institutions,caravanserai-supported Silk Road trade,government infrastructure policy,Pax Mongolica connectivity,2,"Railways, tariffs, and financial policy supported industrial expansion. This development had durable long-term consequences."
